,city,status,date,lat,lon
544,Выру,occupied,1941-07-10,57.835,27.015
545,Выру,rescued,1944-08-13,57.835,27.015
546,Высоковск,occupied,1941-11-21,56.31667,36.55
547,Высоковск,rescued,1941-12-16,56.31667,36.55
548,Высокое,occupied,1941-06-23,52.22,23.22
549,Высокое,rescued,1944-07-28,52.22,23.22
550,Вязьма,occupied,1941-10-07,55.21028,34.285
551,Вязьма,rescued,1943-03-12,55.21028,34.285
552,Галич,occupied,1941-07-02,49.0646,24.4318
553,Галич,rescued,1944-07-24,49.0646,24.4318
554,Гдов,occupied,1941-07-19,58.73333,27.81667
555,Гдов,rescued,1944-02-04,58.73333,27.81667
556,Геническ,occupied,1941-09-16,46.17694,34.79889
557,Геническ,rescued,1943-10-30,46.17694,34.79889
558,Георгиевск,occupied,1942-08-15,44.15,43.46667
559,Георгиевск,rescued,1943-01-10,44.15,43.46667
560,Герца,occupied,1941-07-04,48.15,26.25
561,Герца,rescued,1944-03-31,48.15,26.25
564,Глубокое,occupied,1941-07-02,55.08,27.41
565,Глубокое,rescued,1944-07-03,55.08,27.41
566,Глухов,occupied,1941-09-09,51.676457594263,33.907781433829
567,Глухов,rescued,1943-08-30,51.676457594263,33.907781433829
568,Гомель,occupied,1941-08-19,52.44167,31
569,Гомель,rescued,1943-11-26,52.44167,31
570,Горки,occupied,1941-07-12,54.17,30.59
571,Горки,rescued,1944-06-26,54.17,30.59
572,Горловка,occupied,1941-11-02,48.33361,38.0925
573,Горловка,rescued,1943-09-04,48.33361,38.0925
574,Гробиня,occupied,1941-06-26,56.53583,21.16556
575,Гробиня,rescued,1945-05-10,56.53583,21.16556
576,Гродно,occupied,1941-06-23,53.66667,23.81667
577,Гродно,rescued,1944-07-16,53.66667,23.81667
578,Гулбене,occupied,1941-07-03,57.175,26.75639
579,Гулбене,rescued,1944-08-28,57.175,26.75639
580,Гусятин,occupied,1941-07-07,49.070811307796,26.19387898412
581,Гусятин,rescued,1944-03-24,49.070811307796,26.19387898412
582,Давид-городок,occupied,1941-07-07,52.05556,27.21389
583,Давид-городок,rescued,1944-07-09,52.05556,27.21389
584,Даугавпилс,occupied,1941-06-26,55.87139,26.51611
585,Даугавпилс,rescued,1944-07-27,55.87139,26.51611
588,Демидов,occupied,1941-07-13,55.16,31.31
589,Демидов,rescued,1943-09-22,55.16,31.31
590,Джанкой,occupied,1941-10-31,45.70861,34.39333
591,Джанкой,rescued,1944-04-11,45.70861,34.39333
592,Донецкая область,occupied,1941-10-28,48.14,37.74
593,Донецкая область,rescued,1943-09-05,48.14,37.74
594,Минская область,occupied,1941-06-28,53.66666667,27.75
595,Минская область,rescued,1944-07-07,53.66666667,27.75
596,Дисна,occupied,1941-07-05,55.3346,28.1333
597,Дисна,rescued,1944-07-04,55.3346,28.1333
598,Дмитриев-Льговский,occupied,1941-10-08,52.0744,35.0432
599,Дмитриев-Льговский,rescued,1943-03-02,52.0744,35.0432
600,Дмитровск-Орловский,occupied,1941-10-02,52.302,35.0829
601,Дмитровск-Орловский,rescued,1943-08-12,52.302,35.0829
602,Днепродзержинск,occupied,1941-08-24,48.507634690383,34.613190310481
603,Днепродзержинск,rescued,1943-10-25,48.507634690383,34.613190310481
604,Днепропетровск,occupied,1941-08-25,48.466600814241,35.018155140697
605,Днепропетровск,rescued,1943-10-25,48.466600814241,35.018155140697
608,Добеле,occupied,1941-06-28,56.62417,23.28
609,Добеле,rescued,1944-07-31,56.62417,23.28
610,Добромиль,occupied,1941-06-28,49.56667,22.78333
611,Добромиль,rescued,1944-07-27,49.56667,22.78333
612,Добруш,occupied,1941-08-21,52.41667,31.31667
613,Добруш,rescued,1943-10-10,52.41667,31.31667
614,Докшицы,occupied,1941-07-09,54.88333,27.76667
615,Докшицы,rescued,1944-07-02,54.88333,27.76667
616,Долина,occupied,1941-07-03,48.5813,24.0039
617,Долина,rescued,1944-07-31,48.5813,24.0039
618,Дубровица,occupied,1941-07-09,51.56667,26.56667
619,Дубровица,rescued,1944-01-10,51.56667,26.56667
620,Амвросиевка,occupied,1941-10-21,47.795803,38.480092
621,Амвросиевка,rescued,1943-08-23,47.795803,38.480092
622,Донской,occupied,1941-11-26,53.58,38.19
623,Донской,rescued,1941-12-13,53.58,38.19
624,Верхнедвинск,occupied,1941-07-03,55.76667,27.93333
625,Верхнедвинск,rescued,1944-07-12,55.76667,27.93333
626,Дрогобыч,occupied,1941-07-01,49.35,23.5
627,Дрогобыч,rescued,1944-08-06,49.35,23.5
628,Дубно,occupied,1941-06-25,50.39306,25.735
629,Дубно,rescued,1944-03-17,50.39306,25.735
630,Дубровно,occupied,1941-07-16,54.56667,30.68333
631,Дубровно,rescued,1944-06-26,54.56667,30.68333
632,Дурбе,occupied,1941-06-30,56.58833,21.36889
633,Дурбе,rescued,1945-05-09,56.58833,21.36889
634,Духовщина,occupied,1941-07-15,55.2,32.41667
635,Духовщина,rescued,1943-09-19,55.2,32.41667
636,Дятьково,occupied,1941-10-09,53.6,34.33333
637,Дятьково,rescued,1943-09-15,53.6,34.33333
638,Евпатория,occupied,1941-10-31,45.2,33.35833
639,Евпатория,rescued,1944-04-13,45.2,33.35833
640,Ейск,occupied,1942-08-09,46.71056,38.27778
641,Ейск,rescued,1943-02-05,46.71056,38.27778
642,Екабпилс,occupied,1941-06-28,56.4975,25.86639
643,Екабпилс,rescued,1944-08-09,56.4975,25.86639
644,Елгава,occupied,1941-06-29,56.65222,23.72444
645,Елгава,rescued,1944-08-01,56.65222,23.72444
646,Елец,occupied,1941-12-05,52.61667,38.46667
647,Елец,rescued,1941-12-09,52.61667,38.46667
648,Ессентуки,occupied,1942-08-10,44.04306,42.86417
649,Ессентуки,rescued,1943-01-11,44.04306,42.86417
650,Ефремов,occupied,1941-11-23,53.0857,38.0457
651,Ефремов,rescued,1941-12-13,53.0857,38.0457
652,Жагаре,occupied,1941-06-26,56.35833,23.25
653,Жагаре,rescued,1944-07-29,56.35833,23.25
654,Железноводск,occupied,1942-08-10,44.13333,43.03333
655,Железноводск,rescued,1943-01-12,44.13333,43.03333
656,Жидачов,occupied,1941-07-01,49.38333,24.13333
657,Жидачов,rescued,1944-08-01,49.38333,24.13333
658,Жиздра,occupied,1941-10-05,53.4501,34.441
659,Жиздра,rescued,1943-08-16,53.4501,34.441
660,Жмеринка,occupied,1941-07-17,49.0425,28.09917
661,Жмеринка,rescued,1944-03-20,49.0425,28.09917
662,Нестеров,occupied,1941-06-29,54.38,22.34
663,Нестеров,rescued,1944-07-23,54.38,22.34
664,Залещики,occupied,1941-07-07,48.639241488656,25.737360606667
665,Залещики,rescued,1944-03-24,48.639241488656,25.737360606667
666,Западная Двина,occupied,1941-10-06,56.16,32.05
667,Западная Двина,rescued,1942-01-21,56.16,32.05
668,Запорожье,occupied,1941-10-04,47.85,35.1175
669,Запорожье,rescued,1943-10-14,47.85,35.1175
670,Зарасай,occupied,1941-06-25,55.73056,26.24722
671,Зарасай,rescued,1944-07-29,55.73056,26.24722
672,Збараж,occupied,1941-07-02,49.664574286972,25.775386058654
673,Збараж,rescued,1944-03-06,49.664574286972,25.775386058654
674,Зборов,occupied,1941-07-02,49.661605155854,25.146931109789
675,Зборов,rescued,1944-07-20,49.661605155854,25.146931109789
676,Звенигородка,occupied,1941-07-29,49.08333,30.96667
677,Звенигородка,rescued,1944-01-28,49.08333,30.96667
678,Здолбунов,occupied,1941-06-28,50.51444,26.24944
679,Здолбунов,rescued,1944-02-03,50.51444,26.24944
680,Зеньков,occupied,1941-10-09,50.208139083815,34.366841820448
681,Зеньков,rescued,1943-09-06,50.208139083815,34.366841820448
682,Зилупе,occupied,1941-07-06,56.38556,28.1225
683,Зилупе,rescued,1944-07-18,56.38556,28.1225
684,Зимовники,occupied,1942-08-07,47.0842,42.28
685,Зимовники,rescued,1943-01-08,47.0842,42.28
686,Злынка,occupied,1941-08-25,52.43333,31.73333
687,Злынка,rescued,1943-09-26,52.43333,31.73333
688,Знаменка,occupied,1941-08-05,48.4249,32.4024
689,Знаменка,rescued,1943-12-09,48.4249,32.4024
690,Золотое,occupied,1942-07-12,48.68333,38.51667
691,Золотое,rescued,1943-09-03,48.68333,38.51667
692,Золотоноша,occupied,1941-09-19,49.68333,32.03333
693,Золотоноша,rescued,1943-09-22,49.68333,32.03333
694,Золочев,occupied,1941-07-01,49.4833,24.5402
695,Золочев,rescued,1944-07-17,49.4833,24.5402
696,Зубцов,occupied,1941-10-11,56.16667,34.58333
697,Зубцов,rescued,1942-08-23,56.16667,34.58333
698,Зугрэс,occupied,1941-10-25,48.0181028,38.2562778
699,Зугрэс,rescued,1943-09-03,48.0181028,38.2562778
700,Идрица,occupied,1941-07-15,56.31667,28.88333
701,Идрица,rescued,1944-07-12,56.31667,28.88333
702,Измаил,occupied,1941-07-19,45.35,28.83333
703,Измаил,rescued,1944-08-05,45.35,28.83333
704,Изюм,occupied,1942-06-24,49.1326,37.1729
705,Изюм,rescued,1943-02-05,49.1326,37.1729
706,Изяслав,occupied,1941-07-05,50.07,26.48
707,Изяслав,rescued,1944-03-05,50.07,26.48
708,Иловайск,occupied,1941-10-22,47.925,38.19722
709,Иловайск,rescued,1943-09-04,47.925,38.19722
710,Илуксте,occupied,1941-06-28,55.97806,26.29667
711,Илуксте,rescued,1944-07-29,55.97806,26.29667
712,Ионава,occupied,1941-06-25,55.07222,24.28056
713,Ионава,rescued,1944-07-29,55.07222,24.28056
714,Ионишкис,occupied,1941-06-26,56.24335,23.617859
715,Ионишкис,rescued,1944-07-28,56.24335,23.617859
716,Ирмино,occupied,1942-07-12,48.6,38.6
717,Ирмино,rescued,1943-09-03,48.6,38.6
718,Истра,occupied,1941-11-27,55.55,36.52
719,Истра,rescued,1941-12-11,55.55,36.52
720,Йыгева,occupied,1941-07-15,58.73333,26.38333
721,Йыгева,rescued,1944-09-20,58.73333,26.38333
722,Кагул,occupied,1941-07-20,45.5427,28.114
723,Кагул,rescued,1944-08-25,45.5427,28.114
726,Калараш,occupied,1941-07-14,47.25444,28.30806
727,Калараш,rescued,1944-08-23,47.25444,28.30806
729,Калвария,rescued,1944-08-01,54.41472,23.22806
730,Калинин,occupied,1941-10-17,56.5128,35.5518
731,Калинин,rescued,1941-12-16,56.5128,35.5518
732,Калинковичи,occupied,1941-08-22,52.13333,29.33333
733,Калинковичи,rescued,1944-01-14,52.13333,29.33333
734,Калласте,occupied,1941-07-25,58.66667,27.16667
735,Калласте,rescued,1944-09-18,58.66667,27.16667
736,Калуга,occupied,1941-10-13,54.53333,36.26667
737,Калуга,rescued,1941-12-30,54.53333,36.26667
738,Калуш,occupied,1941-07-02,49.04417,24.35972
739,Калуш,rescued,1944-07-30,49.04417,24.35972
740,Каменец-Подольский,occupied,1941-07-11,48.405,26.345
741,Каменец-Подольский,rescued,1944-03-26,48.405,26.345
742,Каменка-Бугская,occupied,1941-06-29,50.0629,24.2044
743,Каменка-Бугская,rescued,1944-07-20,50.0629,24.2044
744,Каменск-Шахтинский,occupied,1942-07-18,48.19,40.16
745,Каменск-Шахтинский,rescued,1943-02-13,48.19,40.16
746,Камень-Каширский,occupied,1941-06-30,51.3727,24.5738
747,Камень-Каширский,rescued,1944-03-13,51.3727,24.5738
748,Кандава,occupied,1941-07-03,57.03639,22.77611
749,Кандава,rescued,1945-05-09,57.03639,22.77611
750,Канев,occupied,1941-08-16,49.74472,31.45583
751,Канев,rescued,1944-01-30,49.74472,31.45583
752,Кантемировка,occupied,1942-07-10,49.70167,39.85361
753,Кантемировка,rescued,1942-12-19,49.70167,39.85361
754,Белогорск,occupied,1941-11-03,45.0316,34.3608
755,Белогорск,rescued,1944-04-13,45.0316,34.3608
756,Карачев,occupied,1941-10-06,53.11667,34.98333
757,Карачев,rescued,1943-08-15,53.11667,34.98333
758,Карсава,occupied,1941-07-04,56.78667,27.67389
759,Карсава,rescued,1944-07-27,56.78667,27.67389
760,Каунас,occupied,1941-06-23,54.9,23.93333
761,Каунас,rescued,1944-08-01,54.9,23.93333
762,Каховка,occupied,1941-08-30,46.8,33.46667
763,Каховка,rescued,1943-11-02,46.8,33.46667
764,Кедайняй,occupied,1941-06-25,55.28333,23.96667
765,Кедайняй,rescued,1944-08-02,55.28333,23.96667
766,Кейла,occupied,1941-08-25,59.30833,24.41667
767,Кейла,rescued,1944-09-23,59.30833,24.41667
768,Приозерск,occupied,1941-08-21,61.03333,30.11667
769,Приозерск,rescued,1944-09-24,61.03333,30.11667
771,Кибартай,rescued,1944-10-18,54.63889,22.75556
772,Киев,occupied,1941-09-19,50.45,30.51667
773,Киев,rescued,1943-11-06,50.45,30.51667
774,Килинги-Нымме,occupied,1941-07-07,58.09,24.58
775,Килинги-Нымме,rescued,1944-09-25,58.09,24.58
776,Ленинградская область,occupied,1941-08-16,60.05,31.75
777,Ленинградская область,rescued,1944-02-01,60.05,31.75
780,Кировоград,occupied,1941-08-04,48.51,32.26667
781,Кировоград,rescued,1944-01-08,48.51,32.26667
782,Кисловодск,occupied,1942-08-10,43.90333,42.72444
783,Кисловодск,rescued,1943-01-10,43.90333,42.72444
784,Кицмань,occupied,1941-07-05,48.4425,25.76139
785,Кицмань,rescued,1944-03-28,48.4425,25.76139
786,Кишинев,occupied,1941-07-16,47.02278,28.83528
787,Кишинев,rescued,1944-08-24,47.02278,28.83528
788,Клецк,occupied,1941-06-26,53.06361,26.63722
789,Клецк,rescued,1944-07-04,53.06361,26.63722
790,Климовичи,occupied,1941-08-10,53.61667,31.95
791,Климовичи,rescued,1943-09-28,53.61667,31.95
792,Клин,occupied,1941-11-23,56.2002,36.4245
793,Клин,rescued,1941-12-15,56.2002,36.4245
794,Клинцы,occupied,1941-08-20,52.75278,32.23611
795,Клинцы,rescued,1943-09-25,52.75278,32.23611
796,Кобеляки,occupied,1941-09-15,49.147360237501,34.199270075853
797,Кобеляки,rescued,1943-09-25,49.147360237501,34.199270075853
798,Кобрин,occupied,1941-06-23,52.2,24.35
799,Кобрин,rescued,1944-07-20,52.2,24.35
800,Ковель,occupied,1941-06-28,51.21667,24.71667
801,Ковель,rescued,1944-07-06,51.21667,24.71667
802,Козельск,occupied,1941-10-08,54.03333,35.78333
803,Козельск,rescued,1941-12-28,54.03333,35.78333
804,Приморск,occupied,1941-09-02,60.2158,28.3649
805,Приморск,rescued,1944-06-18,60.2158,28.3649
806,Коломыя,occupied,1941-07-04,48.51667,25.03333
807,Коломыя,rescued,1944-03-28,48.51667,25.03333
808,Комарно,occupied,1941-06-30,49.375,23.4211
809,Комарно,rescued,1944-07-29,49.375,23.4211
810,Кондопога,occupied,1941-11-03,62.2,34.26667
811,Кондопога,rescued,1944-06-28,62.2,34.26667
812,Кондрово,occupied,1941-10-09,54.8,35.93333
813,Кондрово,rescued,1942-01-19,54.8,35.93333
814,Конотоп,occupied,1941-09-03,51.23693688586,33.202706157203
815,Конотоп,rescued,1943-09-06,51.23693688586,33.202706157203
816,Константиновка,occupied,1941-10-28,48.53333,37.71667
817,Константиновка,rescued,1943-09-06,48.53333,37.71667
818,Корец,occupied,1941-07-05,50.61667,27.16667
819,Корец,rescued,1944-01-12,50.61667,27.16667
820,Короча,occupied,1942-07-01,50.81361,37.18139
821,Короча,rescued,1943-02-07,50.81361,37.18139
822,Корсунь-Шевченковский,occupied,1941-07-30,49.2534,31.165
823,Корсунь-Шевченковский,rescued,1944-02-14,49.2534,31.165
824,Косов,occupied,1941-07-01,48.315,25.09528
825,Косов,rescued,1944-03-31,48.315,25.09528
826,Коссово,occupied,1941-06-26,52.75,25.15
827,Коссово,rescued,1944-07-11,52.75,25.15
828,Костополь,occupied,1941-07-05,50.88333,26.44306
829,Костополь,rescued,1944-01-14,50.88333,26.44306
830,Костюковичи,occupied,1941-08-14,53.33889,32.04611
831,Костюковичи,rescued,1943-09-28,53.33889,32.04611
832,Котельниково,occupied,1942-08-02,47.63333,43.13333
833,Котельниково,rescued,1942-12-29,47.63333,43.13333
834,Подольск,occupied,1941-08-05,47.45,29.32
835,Подольск,rescued,1944-03-31,47.45,29.32
836,Краслава,occupied,1941-07-05,55.89556,27.16444
837,Краслава,rescued,1944-07-22,55.89556,27.16444
838,Гатчина,occupied,1941-09-13,59.56841,30.122892
839,Гатчина,rescued,1944-01-26,59.56841,30.122892
840,Красногоровка,occupied,1941-10-19,48.0,37.31
841,Красногоровка,rescued,1943-09-10,48.0,37.31
842,Красноград,occupied,1941-09-20,49.371944444444,35.456944444444
843,Красноград,rescued,1943-09-19,49.371944444444,35.456944444444
844,Краснодар,occupied,1942-08-12,45.03333,38.98333
845,Краснодар,rescued,1943-02-12,45.03333,38.98333
846,Краснодон,occupied,1942-07-19,48.3,39.73333
847,Краснодон,rescued,1943-02-14,48.3,39.73333
848,Красное,occupied,1941-06-30,46.382,29.493
849,Красное,rescued,1944-07-17,46.382,29.493
850,Красное село,occupied,1941-09-12,59.73333,30.08333
851,Красное село,rescued,1944-01-19,59.73333,30.08333
852,Красный Лиман,occupied,1942-07-08,48.59,37.485
853,Красный Лиман,rescued,1943-01-31,48.59,37.485
854,Красный Луч,occupied,1942-07-19,48.0717,38.5643
855,Красный Луч,rescued,1943-09-01,48.0717,38.5643
856,Красный Сулин,occupied,1942-07-21,47.53,40.04
857,Красный Сулин,rescued,1943-02-14,47.53,40.04
858,Кременец,occupied,1941-07-02,50.097451401565,25.735096191342
859,Кременец,rescued,1944-03-19,50.097451401565,25.735096191342
860,Кременная,occupied,1942-07-10,49.05,38.21667
861,Кременная,rescued,1943-01-31,49.05,38.21667
862,Кременчуг,occupied,1941-09-08,49.0775,33.42389
863,Кременчуг,rescued,1943-09-29,49.0775,33.42389
865,Кретинга,rescued,1944-10-10,55.8942111,21.2471722
866,Кривой Рог,occupied,1941-08-15,47.5431,33.2036
867,Кривой Рог,rescued,1944-02-22,47.5431,33.2036
868,Кричев,occupied,1941-07-17,53.71944,31.71389
869,Кричев,rescued,1943-09-29,53.71944,31.71389
870,Кролевец,occupied,1941-09-03,51.552868409242,33.382509437934
871,Кролевец,rescued,1943-09-01,51.552868409242,33.382509437934
874,Кулдига,occupied,1941-07-01,56.96722,21.97
875,Кулдига,rescued,1945-05-09,56.96722,21.97
876,Кунда,occupied,1941-08-07,59.5,26.53333
877,Кунда,rescued,1944-09-21,59.5,26.53333
878,Купянск,occupied,1942-06-24,49.706388888889,37.616666666667
879,Купянск,rescued,1943-02-03,49.706388888889,37.616666666667
880,Кингисепп,occupied,1941-09-22,59.36667,28.6
881,Кингисепп,rescued,1944-10-07,59.36667,28.6
882,Курск,occupied,1941-11-04,51.71667,36.18333
883,Курск,rescued,1943-02-08,51.71667,36.18333
884,Кярдла,occupied,1941-10-16,58.99444,22.75
885,Кярдла,rescued,1944-10-02,58.99444,22.75
887,Лаздияй,rescued,1944-07-31,54.2318917,23.5169583
888,Леово,occupied,1941-07-15,46.47861,28.25528
889,Леово,rescued,1944-08-25,46.47861,28.25528
890,Лиепая,occupied,1941-06-27,56.50833,21.01111
891,Лиепая,rescued,1945-05-09,56.50833,21.01111
892,Лепель,occupied,1941-07-03,54.875,28.69444
893,Лепель,rescued,1944-06-28,54.875,28.69444
894,Ливаны,occupied,1941-06-29,56.35389,26.17611
895,Ливаны,rescued,1944-08-01,56.35389,26.17611
896,Ливны,occupied,1941-11-26,52.425306,37.608306
897,Ливны,rescued,1941-12-25,52.425306,37.608306
898,Лида,occupied,1941-06-27,53.88722,25.30278
899,Лида,rescued,1944-07-09,53.88722,25.30278
900,Лимбажи,occupied,1941-07-04,57.51472,24.71306
901,Лимбажи,rescued,1944-09-26,57.51472,24.71306
902,Лиозно,occupied,1941-07-17,55.01667,30.8
903,Лиозно,rescued,1943-10-08,55.01667,30.8
904,Чекалин,occupied,1941-10-19,54.06,36.15
905,Чекалин,rescued,1941-12-26,54.06,36.15
908,Лохвица,occupied,1941-09-13,50.36104609592,33.26517113091
909,Лохвица,rescued,1943-09-13,50.36104609592,33.26517113091
910,Лубны,occupied,1941-09-13,50.018564129341,32.986860348473
911,Лубны,rescued,1943-09-18,50.018564129341,32.986860348473
912,Луга,occupied,1941-08-24,58.73333,29.85
913,Луга,rescued,1944-02-12,58.73333,29.85
914,Лудза,occupied,1941-07-04,56.54389,27.72111
915,Лудза,rescued,1944-07-23,56.54389,27.72111
916,Лунинец,occupied,1941-07-10,52.25,26.8
917,Лунинец,rescued,1944-07-10,52.25,26.8
918,Луцк,occupied,1941-06-25,50.74778,25.32444
919,Луцк,rescued,1944-02-02,50.74778,25.32444
920,Львов,occupied,1941-06-30,49.83333,24
921,Львов,rescued,1944-07-27,49.83333,24
922,Льгов,occupied,1941-10-27,51.66667,35.26667
923,Льгов,rescued,1943-03-03,51.66667,35.26667
924,Любань,occupied,1941-08-25,52.4756,27.5948
925,Любань,rescued,1944-01-28,52.4756,27.5948
926,Любомль,occupied,1941-06-25,51.21583,24.04083
927,Любомль,rescued,1944-07-19,51.21583,24.04083
928,Ляховичи,occupied,1941-06-26,53.03333,26.26667
929,Ляховичи,rescued,1944-07-05,53.03333,26.26667
930,Мадона,occupied,1941-07-02,56.85417,26.22
931,Мадона,rescued,1944-08-13,56.85417,26.22
932,Мажейкяй,occupied,1941-06-26,56.31111,22.33611
933,Мажейкяй,rescued,1944-10-31,56.31111,22.33611
934,Мазсалаца,occupied,1941-07-04,57.86667,25.05
935,Мазсалаца,rescued,1944-09-25,57.86667,25.05
936,Майкоп,occupied,1942-08-10,44.611,40.111
937,Майкоп,rescued,1943-01-29,44.611,40.111
938,Макеевка,occupied,1941-10-22,48.05556,37.96111
939,Макеевка,rescued,1943-09-06,48.05556,37.96111
940,Малая Вишера,occupied,1941-10-24,58.51,32.13
941,Малая Вишера,rescued,1941-11-20,58.51,32.13
942,Малгобек,occupied,1942-09-12,43.508882,44.585563
943,Малгобек,rescued,1943-01-03,43.508882,44.585563
944,Малин,occupied,1941-07-29,50.4608,29.1612
945,Малин,rescued,1943-11-12,50.4608,29.1612
946,Малоархангельск,occupied,1941-11-11,52.24,36.3
947,Малоархангельск,rescued,1943-02-23,52.24,36.3
948,Малоярославец,occupied,1941-10-18,55,36.46667
949,Малоярославец,rescued,1942-01-02,55,36.46667
950,Марганец,occupied,1941-08-17,47.3853,34.37
951,Марганец,rescued,1944-02-05,47.3853,34.37
952,Жданов,occupied,1941-10-08,50.4514,36.3109
953,Жданов,rescued,1943-09-10,50.4514,36.3109
954,Мга,occupied,1941-09-02,59.4527,31.0342
955,Мга,rescued,1944-01-21,59.4527,31.0342
956,Мглин,occupied,1941-08-16,53.06111,32.84833
957,Мглин,rescued,1943-09-22,53.06111,32.84833
958,Медвежьегорск,occupied,1941-12-06,62.91667,34.45
959,Медвежьегорск,rescued,1944-06-23,62.91667,34.45
960,Медынь,occupied,1941-10-11,54.96667,35.86667
961,Медынь,rescued,1942-01-14,54.96667,35.86667
962,Мелитополь,occupied,1941-10-06,46.83333,35.36667
963,Мелитополь,rescued,1943-10-23,46.83333,35.36667
964,Мещовск,occupied,1941-10-07,54.31667,35.28333
965,Мещовск,rescued,1942-01-06,54.31667,35.28333
966,Миллерово,occupied,1942-07-16,48.91667,40.4
967,Миллерово,rescued,1943-01-17,48.91667,40.4
968,Минеральные воды,occupied,1942-08-10,44.20083,43.1125
969,Минеральные воды,rescued,1943-01-12,44.20083,43.1125
970,Минск,occupied,1941-06-28,53.91667,27.55
971,Минск,rescued,1944-07-03,53.91667,27.55
972,Миргород,occupied,1941-09-13,49.96,33.61
973,Миргород,rescued,1943-09-18,49.96,33.61
974,Михайлов,occupied,1941-11-24,54.14,39.02
975,Михайлов,rescued,1941-12-07,54.14,39.02
976,Могилев,occupied,1941-07-26,53.91667,30.35
977,Могилев,rescued,1944-06-28,53.91667,30.35
978,Могилев-Подольский,occupied,1941-07-19,48.27,27.47
979,Могилев-Подольский,rescued,1944-03-19,48.27,27.47
980,Можайск,occupied,1941-10-18,55.5,36.03333
981,Можайск,rescued,1942-01-20,55.5,36.03333
982,Моздок,occupied,1942-08-25,43.74722,44.65694
983,Моздок,rescued,1943-01-03,43.74722,44.65694
984,Мозырь,occupied,1941-08-22,52.05,29.23333
985,Мозырь,rescued,1944-01-14,52.05,29.23333
986,Молодечно,occupied,1941-06-26,54.31361,26.85167
987,Молодечно,rescued,1944-07-05,54.31361,26.85167
988,Молочанск,occupied,1941-10-05,47.203786227815,35.598546504217
989,Молочанск,rescued,1943-09-21,47.203786227815,35.598546504217
990,Морозовск,occupied,1942-07-15,48.35,41.83333
991,Морозовск,rescued,1943-01-05,48.35,41.83333
992,Мосальск,occupied,1941-10-06,54.48333,34.98333
993,Мосальск,rescued,1942-01-08,54.48333,34.98333
994,Моспино,occupied,1941-10-24,47.87833,38.06444
995,Моспино,rescued,1943-09-06,47.87833,38.06444
996,Мостиска,occupied,1941-06-25,49.79417,23.1525
997,Мостиска,rescued,1944-07-24,49.79417,23.1525
998,Великие Мосты,occupied,1941-06-27,50.1424,24.0822
999,Великие Мосты,rescued,1944-07-18,50.1424,24.0822
1000,Мстиславль,occupied,1941-07-14,54.01667,31.71667
1001,Мстиславль,rescued,1943-09-28,54.01667,31.71667
1002,Муствеэ,occupied,1941-07-25,58.85,26.95
1003,Муствеэ,rescued,1944-09-19,58.85,26.95
1004,Мценск,occupied,1941-10-11,53.27833,36.575
1005,Мценск,rescued,1943-07-20,53.27833,36.575
1006,Мыйзакюла,occupied,1941-07-07,58.08333,25.18333
1007,Мыйзакюла,rescued,1944-09-25,58.08333,25.18333
1008,Нальчик,occupied,1942-10-28,43.485259,43.607072
1009,Нальчик,rescued,1943-01-04,43.485259,43.607072
1010,Нарва,occupied,1941-08-17,59.36667,28.18333
1011,Нарва,rescued,1944-07-26,59.36667,28.18333
1013,Кудиркос-Науместис,rescued,1944-10-16,54.463,22.52
1014,Невель,occupied,1941-07-16,56.01667,29.93333
1015,Невель,rescued,1943-10-06,56.01667,29.93333
1016,Невинномысск,occupied,1942-08-07,44.63333,41.93333
1017,Невинномысск,rescued,1943-01-20,44.63333,41.93333
1018,Нежин,occupied,1941-09-13,51.05,31.9
1019,Нежин,rescued,1943-09-15,51.05,31.9
1020,Несвиж,occupied,1941-06-28,53.21667,26.66667
1021,Несвиж,rescued,1944-07-04,53.21667,26.66667
1022,Львовская область,occupied,1941-07-01,49.7175,23.95028
1023,Львовская область,rescued,1944-07-29,49.7175,23.95028
1024,Николаевская область,occupied,1941-08-17,47.43,31.8
1025,Николаевская область,rescued,1944-03-28,47.43,31.8
1026,Никополь,occupied,1941-08-17,47.3438,34.2127
1027,Никополь,rescued,1944-02-08,47.3438,34.2127
1028,Новгород,occupied,1941-08-19,58.525,31.275
1029,Новгород,rescued,1944-01-20,58.525,31.275
1030,Новгород-Северский,occupied,1941-08-26,51.59,33.16
1031,Новгород-Северский,rescued,1943-09-16,51.59,33.16
1032,Светловодск,occupied,1941-08-07,49.05028,33.22722
1033,Светловодск,rescued,1943-12-02,49.05028,33.22722
1034,Новоград-Волынский,occupied,1941-07-10,50.35,27.38
1035,Новоград-Волынский,rescued,1944-01-03,50.35,27.38
1036,Новогрудок,occupied,1941-07-04,53.58333,25.81667
1037,Новогрудок,rescued,1944-07-08,53.58333,25.81667
1038,Новозыбков,occupied,1941-08-16,52.53333,31.93333
1039,Новозыбков,rescued,1943-09-25,52.53333,31.93333
1040,Новомосковск,occupied,1941-09-27,48.3758,35.1326
1041,Новомосковск,rescued,1943-09-22,48.3758,35.1326
1042,Новоржев,occupied,1941-07-17,57.03333,29.33333
1043,Новоржев,rescued,1944-02-29,57.03333,29.33333
1044,Новоселица,occupied,1941-07-05,48.21667,26.26667
1045,Новоселица,rescued,1944-03-31,48.21667,26.26667
1046,Новосиль,occupied,1941-11-13,52.96667,37.05
